delineation,cbsa_code,bulletin,cbsa_title,cbsa_type,csa_code,csa_title,n_counties,n_metdivs,states,valid_from,valid_to
2013,10100,13-01,"Aberdeen, SD",micropolitan,,,2,0,46,2013-02-28,2015-07-15
2013,10140,13-01,"Aberdeen, WA",micropolitan,,,1,0,53,2013-02-28,2015-07-15
2013,10180,13-01,"Abilene, TX",metropolitan,,,3,0,48,2013-02-28,2015-07-15
2013,10220,13-01,"Ada, OK",micropolitan,,,1,0,40,2013-02-28,2015-07-15
2013,10260,13-01,"Adjuntas, PR",micropolitan,434,"Ponce-Coamo-Santa Isabel, PR",1,0,72,2013-02-28,2015-07-15
2013,10300,13-01,"Adrian, MI",micropolitan,220,"Detroit-Warren-Ann Arbor, MI",1,0,26,2013-02-28,2015-07-15
2013,10380,13-01,"Aguadilla-Isabela, PR",metropolitan,,,9,0,72,2013-02-28,2015-07-15
2013,10420,13-01,"Akron, OH",metropolitan,184,"Cleveland-Akron-Canton, OH",2,0,39,2013-02-28,2015-07-15
2013,10460,13-01,"Alamogordo, NM",micropolitan,,,1,0,35,2013-02-28,2015-07-15
2013,10500,13-01,"Albany, GA",metropolitan,,,5,0,13,2013-02-28,2015-07-15
2013,10540,13-01,"Albany, OR",metropolitan,440,"Portland-Vancouver-Salem, OR-WA",1,0,41,2013-02-28,2015-07-15
2013,10580,13-01,"Albany-Schenectady-Troy, NY",metropolitan,104,"Albany-Schenectady, NY",5,0,36,2013-02-28,2015-07-15
2013,10620,13-01,"Albemarle, NC",micropolitan,172,"Charlotte-Concord, NC-SC",1,0,37,2013-02-28,2015-07-15
2013,10660,13-01,"Albert Lea, MN",micropolitan,,,1,0,27,2013-02-28,2015-07-15
2013,10700,13-01,"Albertville, AL",micropolitan,290,"Huntsville-Decatur-Albertville, AL",1,0,01,2013-02-28,2015-07-15
2013,10740,13-01,"Albuquerque, NM",metropolitan,106,"Albuquerque-Santa Fe-Las Vegas, NM",4,0,35,2013-02-28,2015-07-15
2013,10780,13-01,"Alexandria, LA",metropolitan,,,2,0,22,2013-02-28,2015-07-15
2013,10820,13-01,"Alexandria, MN",micropolitan,,,1,0,27,2013-02-28,2015-07-15
2013,10860,13-01,"Alice, TX",micropolitan,204,"Corpus Christi-Kingsville-Alice, TX",1,0,48,2013-02-28,2015-07-15
2013,10900,13-01,"Allentown-Bethlehem-Easton, PA-NJ",metropolitan,408,"New York-Newark, NY-NJ-CT-PA",4,0,"34,42",2013-02-28,2015-07-15
2013,10940,13-01,"Alma, MI",micropolitan,394,"Mount Pleasant-Alma, MI",1,0,26,2013-02-28,2015-07-15
2013,10980,13-01,"Alpena, MI",micropolitan,,,1,0,26,2013-02-28,2015-07-15
2013,11020,13-01,"Altoona, PA",metropolitan,,,1,0,42,2013-02-28,2015-07-15
2013,11060,13-01,"Altus, OK",micropolitan,,,1,0,40,2013-02-28,2015-07-15
2013,11100,13-01,"Amarillo, TX",metropolitan,108,"Amarillo-Borger, TX",5,0,48,2013-02-28,2015-07-15
2013,11140,13-01,"Americus, GA",micropolitan,,,2,0,13,2013-02-28,2015-07-15
2013,11180,13-01,"Ames, IA",metropolitan,218,"Des Moines-Ames-West Des Moines, IA",1,0,19,2013-02-28,2015-07-15
2013,11220,13-01,"Amsterdam, NY",micropolitan,104,"Albany-Schenectady, NY",1,0,36,2013-02-28,2015-07-15
2013,11260,13-01,"Anchorage, AK",metropolitan,,,2,0,02,2013-02-28,2015-07-15
2013,11380,13-01,"Andrews, TX",micropolitan,,,1,0,48,2013-02-28,2015-07-15
2013,11420,13-01,"Angola, IN",micropolitan,258,"Fort Wayne-Huntington-Auburn, IN",1,0,18,2013-02-28,2015-07-15
2013,11460,13-01,"Ann Arbor, MI",metropolitan,220,"Detroit-Warren-Ann Arbor, MI",1,0,26,2013-02-28,2015-07-15
2013,11500,13-01,"Anniston-Oxford-Jacksonville, AL",metropolitan,,,1,0,01,2013-02-28,2015-07-15
2013,11540,13-01,"Appleton, WI",metropolitan,118,"Appleton-Oshkosh-Neenah, WI",2,0,55,2013-02-28,2015-07-15
2013,11580,13-01,"Arcadia, FL",micropolitan,412,"North Port-Sarasota, FL",1,0,12,2013-02-28,2015-07-15
2013,11620,13-01,"Ardmore, OK",micropolitan,,,1,0,40,2013-02-28,2015-07-15
2013,11640,13-01,"Arecibo, PR",metropolitan,490,"San Juan-Carolina, PR",4,0,72,2013-02-28,2015-07-15
2013,11660,13-01,"Arkadelphia, AR",micropolitan,,,1,0,05,2013-02-28,2015-07-15
2013,11680,13-01,"Arkansas City-Winfield, KS",micropolitan,556,"Wichita-Arkansas City-Winfield, KS",1,0,20,2013-02-28,2015-07-15
2013,11700,13-01,"Asheville, NC",metropolitan,120,"Asheville-Brevard, NC",4,0,37,2013-02-28,2015-07-15
2013,11740,13-01,"Ashland, OH",micropolitan,360,"Mansfield-Ashland-Bucyrus, OH",1,0,39,2013-02-28,2015-07-15
2013,11780,13-01,"Ashtabula, OH",micropolitan,184,"Cleveland-Akron-Canton, OH",1,0,39,2013-02-28,2015-07-15
2013,11820,13-01,"Astoria, OR",micropolitan,,,1,0,41,2013-02-28,2015-07-15
2013,11860,13-01,"Atchison, KS",micropolitan,312,"Kansas City-Overland Park-Kansas City, MO-KS",1,0,20,2013-02-28,2015-07-15
2013,11900,13-01,"Athens, OH",micropolitan,,,1,0,39,2013-02-28,2015-07-15
2013,11940,13-01,"Athens, TN",micropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1,0,47,2013-02-28,2015-07-15
2013,11980,13-01,"Athens, TX",micropolitan,206,"Dallas-Fort Worth, TX-OK",1,0,48,2013-02-28,2015-07-15
2013,12020,13-01,"Athens-Clarke County, GA",metropolitan,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA",4,0,13,2013-02-28,2015-07-15
2013,12060,13-01,"Atlanta-Sandy Springs-Roswell, GA",metropolitan,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA",29,0,13,2013-02-28,2015-07-15
2013,12100,13-01,"Atlantic City-Hammonton, NJ",metropolitan,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",1,0,34,2013-02-28,2015-07-15
2013,12140,13-01,"Auburn, IN",micropolitan,258,"Fort Wayne-Huntington-Auburn, IN",1,0,18,2013-02-28,2015-07-15
2013,12180,13-01,"Auburn, NY",micropolitan,532,"Syracuse-Auburn, NY",1,0,36,2013-02-28,2015-07-15
2013,12220,13-01,"Auburn-Opelika, AL",metropolitan,194,"Columbus-Auburn-Opelika, GA-AL",1,0,01,2013-02-28,2015-07-15
2013,12260,13-01,"Augusta-Richmond County, GA-SC",metropolitan,,,7,0,"13,45",2013-02-28,2015-07-15
2013,12300,13-01,"Augusta-Waterville, ME",micropolitan,,,1,0,23,2013-02-28,2015-07-15
2013,12380,13-01,"Austin, MN",micropolitan,462,"Rochester-Austin, MN",1,0,27,2013-02-28,2015-07-15
2013,12420,13-01,"Austin-Round Rock, TX",metropolitan,,,5,0,48,2013-02-28,2015-07-15
2013,12460,13-01,"Bainbridge, GA",micropolitan,533,"Tallahassee-Bainbridge, FL-GA",1,0,13,2013-02-28,2015-07-15
2013,12540,13-01,"Bakersfield, CA",metropolitan,,,1,0,06,2013-02-28,2015-07-15
2013,12580,13-01,"Baltimore-Columbia-Towson, MD",metropolitan,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",7,0,24,2013-02-28,2015-07-15
2013,12620,13-01,"Bangor, ME",metropolitan,,,1,0,23,2013-02-28,2015-07-15
2013,12660,13-01,"Baraboo, WI",micropolitan,357,"Madison-Janesville-Beloit, WI",1,0,55,2013-02-28,2015-07-15
2013,12680,13-01,"Bardstown, KY",micropolitan,350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",1,0,21,2013-02-28,2015-07-15
2013,12700,13-01,"Barnstable Town, MA",metropolitan,148,"Boston-Worcester-Providence, MA-RI-NH-CT",1,0,25,2013-02-28,2015-07-15
2013,12740,13-01,"Barre, VT",micropolitan,,,1,0,50,2013-02-28,2015-07-15
2013,12780,13-01,"Bartlesville, OK",micropolitan,538,"Tulsa-Muskogee-Bartlesville, OK",1,0,40,2013-02-28,2015-07-15
2013,12820,13-01,"Bastrop, LA",micropolitan,384,"Monroe-Ruston-Bastrop, LA",1,0,22,2013-02-28,2015-07-15
2013,12860,13-01,"Batavia, NY",micropolitan,464,"Rochester-Batavia-Seneca Falls, NY",1,0,36,2013-02-28,2015-07-15
2013,12900,13-01,"Batesville, AR",micropolitan,,,1,0,05,2013-02-28,2015-07-15
2013,12940,13-01,"Baton Rouge, LA",metropolitan,,,9,0,22,2013-02-28,2015-07-15
2013,12980,13-01,"Battle Creek, MI",metropolitan,310,"Kalamazoo-Battle Creek-Portage, MI",1,0,26,2013-02-28,2015-07-15
2013,13020,13-01,"Bay City, MI",metropolitan,474,"Saginaw-Midland-Bay City, MI",1,0,26,2013-02-28,2015-07-15
2013,13060,13-01,"Bay City, TX",micropolitan,288,"Houston-The Woodlands, TX",1,0,48,2013-02-28,2015-07-15
2013,13100,13-01,"Beatrice, NE",micropolitan,339,"Lincoln-Beatrice, NE",1,0,31,2013-02-28,2015-07-15
2013,13140,13-01,"Beaumont-Port Arthur, TX",metropolitan,,,4,0,48,2013-02-28,2015-07-15
2013,13180,13-01,"Beaver Dam, WI",micropolitan,376,"Milwaukee-Racine-Waukesha, WI",1,0,55,2013-02-28,2015-07-15
2013,13220,13-01,"Beckley, WV",metropolitan,,,2,0,54,2013-02-28,2015-07-15
2013,13260,13-01,"Bedford, IN",micropolitan,144,"Bloomington-Bedford, IN",1,0,18,2013-02-28,2015-07-15
2013,13300,13-01,"Beeville, TX",micropolitan,,,1,0,48,2013-02-28,2015-07-15
2013,13340,13-01,"Bellefontaine, OH",micropolitan,198,"Columbus-Marion-Zanesville, OH",1,0,39,2013-02-28,2015-07-15
2013,13380,13-01,"Bellingham, WA",metropolitan,,,1,0,53,2013-02-28,2015-07-15
2013,13420,13-01,"Bemidji, MN",micropolitan,,,1,0,27,2013-02-28,2015-07-15
2013,13460,13-01,"Bend-Redmond, OR",metropolitan,140,"Bend-Redmond-Prineville, OR",1,0,41,2013-02-28,2015-07-15
2013,13500,13-01,"Bennettsville, SC",micropolitan,,,1,0,45,2013-02-28,2015-07-15
2013,13540,13-01,"Bennington, VT",micropolitan,,,1,0,50,2013-02-28,2015-07-15
2013,13620,13-01,"Berlin, NH-VT",micropolitan,,,2,0,"33,50",2013-02-28,2015-07-15
2013,13660,13-01,"Big Rapids, MI",micropolitan,266,"Grand Rapids-Wyoming-Muskegon, MI",1,0,26,2013-02-28,2015-07-15
2013,13700,13-01,"Big Spring, TX",micropolitan,,,2,0,48,2013-02-28,2015-07-15
2013,13720,13-01,"Big Stone Gap, VA",micropolitan,,,3,0,51,2013-02-28,2015-07-15
2013,13740,13-01,"Billings, MT",metropolitan,,,3,0,30,2013-02-28,2015-07-15
2013,13780,13-01,"Binghamton, NY",metropolitan,,,2,0,36,2013-02-28,2015-07-15
2013,13820,13-01,"Birmingham-Hoover, AL",metropolitan,142,"Birmingham-Hoover-Talladega, AL",7,0,01,2013-02-28,2015-07-15
2013,13900,13-01,"Bismarck, ND",metropolitan,,,4,0,38,2013-02-28,2015-07-15
2013,13940,13-01,"Blackfoot, ID",micropolitan,292,"Idaho Falls-Rexburg-Blackfoot, ID",1,0,16,2013-02-28,2015-07-15
2013,13980,13-01,"Blacksburg-Christiansburg-Radford, VA",metropolitan,,,5,0,51,2013-02-28,2015-07-15
2013,14010,13-01,"Bloomington, IL",metropolitan,145,"Bloomington-Pontiac, IL",2,0,17,2013-02-28,2015-07-15
2013,14020,13-01,"Bloomington, IN",metropolitan,144,"Bloomington-Bedford, IN",2,0,18,2013-02-28,2015-07-15
2013,14100,13-01,"Bloomsburg-Berwick, PA",metropolitan,146,"Bloomsburg-Berwick-Sunbury, PA",2,0,42,2013-02-28,2015-07-15
2013,14140,13-01,"Bluefield, WV-VA",micropolitan,,,2,0,"51,54",2013-02-28,2015-07-15
2013,14180,13-01,"Blytheville, AR",micropolitan,,,1,0,05,2013-02-28,2015-07-15
2013,14220,13-01,"Bogalusa, LA",micropolitan,406,"New Orleans-Metairie-Hammond, LA-MS",1,0,22,2013-02-28,2015-07-15
2013,14260,13-01,"Boise City, ID",metropolitan,147,"Boise City-Mountain Home-Ontario, ID-OR",5,0,16,2013-02-28,2015-07-15
2013,14340,13-01,"Boone, IA",micropolitan,218,"Des Moines-Ames-West Des Moines, IA",1,0,19,2013-02-28,2015-07-15
2013,14380,13-01,"Boone, NC",micropolitan,,,1,0,37,2013-02-28,2015-07-15
2013,14420,13-01,"Borger, TX",micropolitan,108,"Amarillo-Borger, TX",1,0,48,2013-02-28,2015-07-15
2013,14460,13-01,"Boston-Cambridge-Newton, MA-NH",metropolitan,148,"Boston-Worcester-Providence, MA-RI-NH-CT",7,3,"25,33",2013-02-28,2015-07-15
2013,14500,13-01,"Boulder, CO",metropolitan,216,"Denver-Aurora, CO",1,0,08,2013-02-28,2015-07-15
2013,14540,13-01,"Bowling Green, KY",metropolitan,150,"Bowling Green-Glasgow, KY",4,0,21,2013-02-28,2015-07-15
2013,14580,13-01,"Bozeman, MT",micropolitan,,,1,0,30,2013-02-28,2015-07-15
2013,14620,13-01,"Bradford, PA",micropolitan,,,1,0,42,2013-02-28,2015-07-15
2013,14660,13-01,"Brainerd, MN",micropolitan,,,2,0,27,2013-02-28,2015-07-15
2013,14700,13-01,"Branson, MO",micropolitan,520,"Springfield-Branson, MO",2,0,29,2013-02-28,2015-07-15
2013,14720,13-01,"Breckenridge, CO",micropolitan,,,1,0,08,2013-02-28,2015-07-15
2013,14740,13-01,"Bremerton-Silverdale, WA",metropolitan,500,"Seattle-Tacoma, WA",1,0,53,2013-02-28,2015-07-15
2013,14780,13-01,"Brenham, TX",micropolitan,288,"Houston-The Woodlands, TX",1,0,48,2013-02-28,2015-07-15
2013,14820,13-01,"Brevard, NC",micropolitan,120,"Asheville-Brevard, NC",1,0,37,2013-02-28,2015-07-15
2013,14860,13-01,"Bridgeport-Stamford-Norwalk, CT",metropolitan,408,"New York-Newark, NY-NJ-CT-PA",1,0,09,2013-02-28,2015-07-15
2013,15020,13-01,"Brookhaven, MS",micropolitan,298,"Jackson-Vicksburg-Brookhaven, MS",1,0,28,2013-02-28,2015-07-15
2013,15060,13-01,"Brookings, OR",micropolitan,,,1,0,41,2013-02-28,2015-07-15
2013,15100,13-01,"Brookings, SD",micropolitan,,,1,0,46,2013-02-28,2015-07-15
2013,15180,13-01,"Brownsville-Harlingen, TX",metropolitan,154,"Brownsville-Harlingen-Raymondville, TX",1,0,48,2013-02-28,2015-07-15
2013,15220,13-01,"Brownwood, TX",micropolitan,,,1,0,48,2013-02-28,2015-07-15
2013,15260,13-01,"Brunswick, GA",metropolitan,,,3,0,13,2013-02-28,2015-07-15
2013,15340,13-01,"Bucyrus, OH",micropolitan,360,"Mansfield-Ashland-Bucyrus, OH",1,0,39,2013-02-28,2015-07-15
2013,15380,13-01,"Buffalo-Cheektowaga-Niagara Falls, NY",metropolitan,160,"Buffalo-Cheektowaga, NY",2,0,36,2013-02-28,2015-07-15
2013,15420,13-01,"Burley, ID",micropolitan,,,2,0,16,2013-02-28,2015-07-15
2013,15460,13-01,"Burlington, IA-IL",micropolitan,,,2,0,"17,19",2013-02-28,2015-07-15
2013,15500,13-01,"Burlington, NC",metropolitan,268,"Greensboro--Winston-Salem--High Point, NC",1,0,37,2013-02-28,2015-07-15
2013,15540,13-01,"Burlington-South Burlington, VT",metropolitan,,,3,0,50,2013-02-28,2015-07-15
2013,15580,13-01,"Butte-Silver Bow, MT",micropolitan,,,1,0,30,2013-02-28,2015-07-15
2013,15620,13-01,"Cadillac, MI",micropolitan,,,2,0,26,2013-02-28,2015-07-15
2013,15660,13-01,"Calhoun, GA",micropolitan,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA",1,0,13,2013-02-28,2015-07-15
2013,15680,13-01,"California-Lexington Park, MD",metropolitan,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,0,24,2013-02-28,2015-07-15
2013,15700,13-01,"Cambridge, MD",micropolitan,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,0,24,2013-02-28,2015-07-15
2013,15740,13-01,"Cambridge, OH",micropolitan,198,"Columbus-Marion-Zanesville, OH",1,0,39,2013-02-28,2015-07-15
2013,15780,13-01,"Camden, AR",micropolitan,,,2,0,05,2013-02-28,2015-07-15
2013,15820,13-01,"Campbellsville, KY",micropolitan,,,1,0,21,2013-02-28,2015-07-15
2013,15860,13-01,"Cañon City, CO",micropolitan,444,"Pueblo-Cañon City, CO",1,0,08,2013-02-28,2015-07-15
2013,15900,13-01,"Canton, IL",micropolitan,426,"Peoria-Canton, IL",1,0,17,2013-02-28,2015-07-15
2013,15940,13-01,"Canton-Massillon, OH",metropolitan,184,"Cleveland-Akron-Canton, OH",2,0,39,2013-02-28,2015-07-15
2013,15980,13-01,"Cape Coral-Fort Myers, FL",metropolitan,162,"Cape Coral-Fort Myers-Naples, FL",1,0,12,2013-02-28,2015-07-15
2013,16020,13-01,"Cape Girardeau, MO-IL",metropolitan,164,"Cape Girardeau-Sikeston, MO-IL",3,0,"17,29",2013-02-28,2015-07-15
2013,16060,13-01,"Carbondale-Marion, IL",metropolitan,,,2,0,17,2013-02-28,2015-07-15
2013,16100,13-01,"Carlsbad-Artesia, NM",micropolitan,,,1,0,35,2013-02-28,2015-07-15
2013,16180,13-01,"Carson City, NV",metropolitan,456,"Reno-Carson City-Fernley, NV",1,0,32,2013-02-28,2015-07-15
2013,16220,13-01,"Casper, WY",metropolitan,,,1,0,56,2013-02-28,2015-07-15
2013,16260,13-01,"Cedar City, UT",micropolitan,,,1,0,49,2013-02-28,2015-07-15
2013,16300,13-01,"Cedar Rapids, IA",metropolitan,168,"Cedar Rapids-Iowa City, IA",3,0,19,2013-02-28,2015-07-15
2013,16340,13-01,"Cedartown, GA",micropolitan,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA",1,0,13,2013-02-28,2015-07-15
2013,16380,13-01,"Celina, OH",micropolitan,338,"Lima-Van Wert-Celina, OH",1,0,39,2013-02-28,2015-07-15
2013,16460,13-01,"Centralia, IL",micropolitan,476,"St. Louis-St. Charles-Farmington, MO-IL",1,0,17,2013-02-28,2015-07-15
2013,16500,13-01,"Centralia, WA",micropolitan,500,"Seattle-Tacoma, WA",1,0,53,2013-02-28,2015-07-15
2013,16540,13-01,"Chambersburg-Waynesboro, PA",metropolitan,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,0,42,2013-02-28,2015-07-15
2013,16580,13-01,"Champaign-Urbana, IL",metropolitan,,,3,0,17,2013-02-28,2015-07-15
2013,16620,13-01,"Charleston, WV",metropolitan,170,"Charleston-Huntington-Ashland, WV-OH-KY",3,0,54,2013-02-28,2015-07-15
2013,16660,13-01,"Charleston-Mattoon, IL",micropolitan,,,2,0,17,2013-02-28,2015-07-15
2013,16700,13-01,"Charleston-North Charleston, SC",metropolitan,,,3,0,45,2013-02-28,2015-07-15
2013,16740,13-01,"Charlotte-Concord-Gastonia, NC-SC",metropolitan,172,"Charlotte-Concord, NC-SC",10,0,"37,45",2013-02-28,2015-07-15
2013,16820,13-01,"Charlottesville, VA",metropolitan,,,6,0,51,2013-02-28,2015-07-15
2013,16860,13-01,"Chattanooga, TN-GA",metropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",6,0,"13,47",2013-02-28,2015-07-15
2013,16940,13-01,"Cheyenne, WY",metropolitan,,,1,0,56,2013-02-28,2015-07-15
2013,16980,13-01,"Chicago-Naperville-Elgin, IL-IN-WI",metropolitan,176,"Chicago-Naperville, IL-IN-WI",14,4,"17,18,55",2013-02-28,2015-07-15
2013,17020,13-01,"Chico, CA",metropolitan,,,1,0,06,2013-02-28,2015-07-15
2013,17060,13-01,"Chillicothe, OH",micropolitan,198,"Columbus-Marion-Zanesville, OH",1,0,39,2013-02-28,2015-07-15
2013,17140,13-01,"Cincinnati, OH-KY-IN",metropolitan,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",15,0,"18,21,39",2013-02-28,2015-07-15
2013,17200,13-01,"Claremont-Lebanon, NH-VT",micropolitan,,,4,0,"33,50",2013-02-28,2015-07-15
2013,17220,13-01,"Clarksburg, WV",micropolitan,,,3,0,54,2013-02-28,2015-07-15
2013,17260,13-01,"Clarksdale, MS",micropolitan,,,1,0,28,2013-02-28,2015-07-15
2013,17300,13-01,"Clarksville, TN-KY",metropolitan,,,3,0,"21,47",2013-02-28,2015-07-15
2013,17340,13-01,"Clearlake, CA",micropolitan,,,1,0,06,2013-02-28,2015-07-15
2013,17380,13-01,"Cleveland, MS",micropolitan,185,"Cleveland-Indianola, MS",1,0,28,2013-02-28,2015-07-15
2013,17420,13-01,"Cleveland, TN",metropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",2,0,47,2013-02-28,2015-07-15
2013,17460,13-01,"Cleveland-Elyria, OH",metropolitan,184,"Cleveland-Akron-Canton, OH",5,0,39,2013-02-28,2015-07-15
2013,17500,13-01,"Clewiston, FL",micropolitan,,,1,0,12,2013-02-28,2015-07-15
2013,17540,13-01,"Clinton, IA",micropolitan,209,"Davenport-Moline, IA-IL",1,0,19,2013-02-28,2015-07-15
2013,17580,13-01,"Clovis, NM",micropolitan,188,"Clovis-Portales, NM",1,0,35,2013-02-28,2015-07-15
2013,17620,13-01,"Coamo, PR",micropolitan,434,"Ponce-Coamo-Santa Isabel, PR",1,0,72,2013-02-28,2015-07-15
2013,17640,13-01,"Coco, PR",micropolitan,490,"San Juan-Carolina, PR",1,0,72,2013-02-28,2015-07-15
2013,17660,13-01,"Coeur d'Alene, ID",metropolitan,518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",1,0,16,2013-02-28,2015-07-15
2013,17700,13-01,"Coffeyville, KS",micropolitan,,,1,0,20,2013-02-28,2015-07-15
2013,17740,13-01,"Coldwater, MI",micropolitan,,,1,0,26,2013-02-28,2015-07-15
2013,17780,13-01,"College Station-Bryan, TX",metropolitan,,,3,0,48,2013-02-28,2015-07-15
2013,17820,13-01,"Colorado Springs, CO",metropolitan,,,2,0,08,2013-02-28,2015-07-15
2013,17860,13-01,"Columbia, MO",metropolitan,190,"Columbia-Moberly-Mexico, MO",1,0,29,2013-02-28,2015-07-15
2013,17900,13-01,"Columbia, SC",metropolitan,192,"Columbia-Orangeburg-Newberry, SC",6,0,45,2013-02-28,2015-07-15
2013,17980,13-01,"Columbus, GA-AL",metropolitan,194,"Columbus-Auburn-Opelika, GA-AL",5,0,"01,13",2013-02-28,2015-07-15
2013,18020,13-01,"Columbus, IN",metropolitan,294,"Indianapolis-Carmel-Muncie, IN",1,0,18,2013-02-28,2015-07-15
2013,18060,13-01,"Columbus, MS",micropolitan,,,1,0,28,2013-02-28,2015-07-15
2013,18100,13-01,"Columbus, NE",micropolitan,,,1,0,31,2013-02-28,2015-07-15
2013,18140,13-01,"Columbus, OH",metropolitan,198,"Columbus-Marion-Zanesville, OH",10,0,39,2013-02-28,2015-07-15
2013,18180,13-01,"Concord, NH",micropolitan,148,"Boston-Worcester-Providence, MA-RI-NH-CT",1,0,33,2013-02-28,2015-07-15
2013,18220,13-01,"Connersville, IN",micropolitan,458,"Richmond-Connersville, IN",1,0,18,2013-02-28,2015-07-15
2013,18260,13-01,"Cookeville, TN",micropolitan,,,3,0,47,2013-02-28,2015-07-15
2013,18300,13-01,"Coos Bay, OR",micropolitan,,,1,0,41,2013-02-28,2015-07-15
2013,18380,13-01,"Cordele, GA",micropolitan,,,1,0,13,2013-02-28,2015-07-15
2013,18420,13-01,"Corinth, MS",micropolitan,,,1,0,28,2013-02-28,2015-07-15
2013,18460,13-01,"Cornelia, GA",micropolitan,,,1,0,13,2013-02-28,2015-07-15
2013,18500,13-01,"Corning, NY",micropolitan,236,"Elmira-Corning, NY",1,0,36,2013-02-28,2015-07-15
2013,18580,13-01,"Corpus Christi, TX",metropolitan,204,"Corpus Christi-Kingsville-Alice, TX",3,0,48,2013-02-28,2015-07-15
2013,18620,13-01,"Corsicana, TX",micropolitan,206,"Dallas-Fort Worth, TX-OK",1,0,48,2013-02-28,2015-07-15
2013,18660,13-01,"Cortland, NY",micropolitan,296,"Ithaca-Cortland, NY",1,0,36,2013-02-28,2015-07-15
2013,18700,13-01,"Corvallis, OR",metropolitan,440,"Portland-Vancouver-Salem, OR-WA",1,0,41,2013-02-28,2015-07-15
2013,18740,13-01,"Coshocton, OH",micropolitan,,,1,0,39,2013-02-28,2015-07-15
2013,18780,13-01,"Craig, CO",micropolitan,525,"Steamboat Springs-Craig, CO",1,0,08,2013-02-28,2015-07-15
2013,18820,13-01,"Crawfordsville, IN",micropolitan,294,"Indianapolis-Carmel-Muncie, IN",1,0,18,2013-02-28,2015-07-15
2013,18860,13-01,"Crescent City, CA",micropolitan,,,1,0,06,2013-02-28,2015-07-15
2013,18880,13-01,"Crestview-Fort Walton Beach-Destin, FL",metropolitan,,,2,0,12,2013-02-28,2015-07-15
2013,18900,13-01,"Crossville, TN",micropolitan,,,1,0,47,2013-02-28,2015-07-15
2013,18980,13-01,"Cullman, AL",micropolitan,142,"Birmingham-Hoover-Talladega, AL",1,0,01,2013-02-28,2015-07-15
2013,19000,13-01,"Cullowhee, NC",micropolitan,,,1,0,37,2013-02-28,2015-07-15
2013,19060,13-01,"Cumberland, MD-WV",metropolitan,,,2,0,"24,54",2013-02-28,2015-07-15
2013,19100,13-01,"Dallas-Fort Worth-Arlington, TX",metropolitan,206,"Dallas-Fort Worth, TX-OK",13,2,48,2013-02-28,2015-07-15
2013,19140,13-01,"Dalton, GA",metropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",2,0,13,2013-02-28,2015-07-15
2013,19180,13-01,"Danville, IL",metropolitan,,,1,0,17,2013-02-28,2015-07-15
2013,19220,13-01,"Danville, KY",micropolitan,,,2,0,21,2013-02-28,2015-07-15
2013,19260,13-01,"Danville, VA",micropolitan,,,2,0,51,2013-02-28,2015-07-15
2013,19300,13-01,"Daphne-Fairhope-Foley, AL",metropolitan,380,"Mobile-Daphne-Fairhope, AL",1,0,01,2013-02-28,2015-07-15
2013,19340,13-01,"Davenport-Moline-Rock Island, IA-IL",metropolitan,209,"Davenport-Moline, IA-IL",4,0,"17,19",2013-02-28,2015-07-15
2013,19380,13-01,"Dayton, OH",metropolitan,212,"Dayton-Springfield-Sidney, OH",3,0,39,2013-02-28,2015-07-15
2013,19420,13-01,"Dayton, TN",micropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1,0,47,2013-02-28,2015-07-15
2013,19460,13-01,"Decatur, AL",metropolitan,290,"Huntsville-Decatur-Albertville, AL",2,0,01,2013-02-28,2015-07-15
2013,19500,13-01,"Decatur, IL",metropolitan,,,1,0,17,2013-02-28,2015-07-15
2013,19540,13-01,"Decatur, IN",micropolitan,258,"Fort Wayne-Huntington-Auburn, IN",1,0,18,2013-02-28,2015-07-15
2013,19580,13-01,"Defiance, OH",micropolitan,,,1,0,39,2013-02-28,2015-07-15
2013,19620,13-01,"Del Rio, TX",micropolitan,,,1,0,48,2013-02-28,2015-07-15
2013,19660,13-01,"Deltona-Daytona Beach-Ormond Beach, FL",metropolitan,422,"Orlando-Deltona-Daytona Beach, FL",2,0,12,2013-02-28,2015-07-15
2013,19700,13-01,"Deming, NM",micropolitan,,,1,0,35,2013-02-28,2015-07-15
2013,19740,13-01,"Denver-Aurora-Lakewood, CO",metropolitan,216,"Denver-Aurora, CO",10,0,08,2013-02-28,2015-07-15
