delineation,cbsa_code,bulletin,cbsa_title,cbsa_type,csa_code,csa_title,n_counties,n_metdivs,states,valid_from,valid_to
2018-04,14860,18-03,"Bridgeport-Stamford-Norwalk, CT",metropolitan,408,"New York-Newark, NY-NJ-CT-PA",1,0,09,2018-04-10,2018-09-14
2018-04,15020,18-03,"Brookhaven, MS",micropolitan,298,"Jackson-Vicksburg-Brookhaven, MS",1,0,28,2018-04-10,2018-09-14
2018-04,15060,18-03,"Brookings, OR",micropolitan,,,1,0,41,2018-04-10,2018-09-14
2018-04,15100,18-03,"Brookings, SD",micropolitan,,,1,0,46,2018-04-10,2018-09-14
2018-04,15140,18-03,"Brownsville, TN",micropolitan,297,"Jackson-Brownsville, TN",1,0,47,2018-04-10,2018-09-14
2018-04,15180,18-03,"Brownsville-Harlingen, TX",metropolitan,154,"Brownsville-Harlingen-Raymondville, TX",1,0,48,2018-04-10,2018-09-14
2018-04,15220,18-03,"Brownwood, TX",micropolitan,,,1,0,48,2018-04-10,2018-09-14
2018-04,15260,18-03,"Brunswick, GA",metropolitan,,,3,0,13,2018-04-10,2018-09-14
2018-04,15340,18-03,"Bucyrus, OH",micropolitan,360,"Mansfield-Ashland-Bucyrus, OH",1,0,39,2018-04-10,2018-09-14
2018-04,15380,18-03,"Buffalo-Cheektowaga-Niagara Falls, NY",metropolitan,160,"Buffalo-Cheektowaga, NY",2,0,36,2018-04-10,2018-09-14
2018-04,15420,18-03,"Burley, ID",micropolitan,,,2,0,16,2018-04-10,2018-09-14
2018-04,15460,18-03,"Burlington, IA-IL",micropolitan,,,2,0,"17,19",2018-04-10,2018-09-14
2018-04,15500,18-03,"Burlington, NC",metropolitan,268,"Greensboro--Winston-Salem--High Point, NC",1,0,37,2018-04-10,2018-09-14
2018-04,15540,18-03,"Burlington-South Burlington, VT",metropolitan,,,3,0,50,2018-04-10,2018-09-14
2018-04,15580,18-03,"Butte-Silver Bow, MT",micropolitan,,,1,0,30,2018-04-10,2018-09-14
2018-04,15620,18-03,"Cadillac, MI",micropolitan,,,2,0,26,2018-04-10,2018-09-14
2018-04,15660,18-03,"Calhoun, GA",micropolitan,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA",1,0,13,2018-04-10,2018-09-14
2018-04,15680,18-03,"California-Lexington Park, MD",metropolitan,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,0,24,2018-04-10,2018-09-14
2018-04,15700,18-03,"Cambridge, MD",micropolitan,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,0,24,2018-04-10,2018-09-14
2018-04,15740,18-03,"Cambridge, OH",micropolitan,198,"Columbus-Marion-Zanesville, OH",1,0,39,2018-04-10,2018-09-14
2018-04,15780,18-03,"Camden, AR",micropolitan,,,2,0,05,2018-04-10,2018-09-14
2018-04,15820,18-03,"Campbellsville, KY",micropolitan,,,1,0,21,2018-04-10,2018-09-14
2018-04,15860,18-03,"Cañon City, CO",micropolitan,444,"Pueblo-Cañon City, CO",1,0,08,2018-04-10,2018-09-14
2018-04,15900,18-03,"Canton, IL",micropolitan,427,"Peoria-Canton, IL",1,0,17,2018-04-10,2018-09-14
2018-04,15940,18-03,"Canton-Massillon, OH",metropolitan,184,"Cleveland-Akron-Canton, OH",2,0,39,2018-04-10,2018-09-14
2018-04,15980,18-03,"Cape Coral-Fort Myers, FL",metropolitan,162,"Cape Coral-Fort Myers-Naples, FL",1,0,12,2018-04-10,2018-09-14
2018-04,16020,18-03,"Cape Girardeau, MO-IL",metropolitan,164,"Cape Girardeau-Sikeston, MO-IL",3,0,"17,29",2018-04-10,2018-09-14
2018-04,16060,18-03,"Carbondale-Marion, IL",metropolitan,,,2,0,17,2018-04-10,2018-09-14
2018-04,16100,18-03,"Carlsbad-Artesia, NM",micropolitan,,,1,0,35,2018-04-10,2018-09-14
2018-04,16140,18-03,"Carroll, IA",micropolitan,,,1,0,19,2018-04-10,2018-09-14
2018-04,16180,18-03,"Carson City, NV",metropolitan,456,"Reno-Carson City-Fernley, NV",1,0,32,2018-04-10,2018-09-14
2018-04,16220,18-03,"Casper, WY",metropolitan,,,1,0,56,2018-04-10,2018-09-14
2018-04,16260,18-03,"Cedar City, UT",micropolitan,,,1,0,49,2018-04-10,2018-09-14
2018-04,16300,18-03,"Cedar Rapids, IA",metropolitan,168,"Cedar Rapids-Iowa City, IA",3,0,19,2018-04-10,2018-09-14
2018-04,16340,18-03,"Cedartown, GA",micropolitan,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA",1,0,13,2018-04-10,2018-09-14
2018-04,16380,18-03,"Celina, OH",micropolitan,338,"Lima-Van Wert-Celina, OH",1,0,39,2018-04-10,2018-09-14
2018-04,16420,18-03,"Central City, KY",micropolitan,,,1,0,21,2018-04-10,2018-09-14
2018-04,16460,18-03,"Centralia, IL",micropolitan,476,"St. Louis-St. Charles-Farmington, MO-IL",1,0,17,2018-04-10,2018-09-14
2018-04,16500,18-03,"Centralia, WA",micropolitan,500,"Seattle-Tacoma, WA",1,0,53,2018-04-10,2018-09-14
2018-04,16540,18-03,"Chambersburg-Waynesboro, PA",metropolitan,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,0,42,2018-04-10,2018-09-14
2018-04,16580,18-03,"Champaign-Urbana, IL",metropolitan,,,3,0,17,2018-04-10,2018-09-14
2018-04,16620,18-03,"Charleston, WV",metropolitan,170,"Charleston-Huntington-Ashland, WV-OH-KY",3,0,54,2018-04-10,2018-09-14
2018-04,16660,18-03,"Charleston-Mattoon, IL",micropolitan,,,2,0,17,2018-04-10,2018-09-14
2018-04,16700,18-03,"Charleston-North Charleston, SC",metropolitan,,,3,0,45,2018-04-10,2018-09-14
2018-04,16740,18-03,"Charlotte-Concord-Gastonia, NC-SC",metropolitan,172,"Charlotte-Concord, NC-SC",10,0,"37,45",2018-04-10,2018-09-14
2018-04,16820,18-03,"Charlottesville, VA",metropolitan,,,6,0,51,2018-04-10,2018-09-14
2018-04,16860,18-03,"Chattanooga, TN-GA",metropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",6,0,"13,47",2018-04-10,2018-09-14
2018-04,16940,18-03,"Cheyenne, WY",metropolitan,,,1,0,56,2018-04-10,2018-09-14
2018-04,16980,18-03,"Chicago-Naperville-Elgin, IL-IN-WI",metropolitan,176,"Chicago-Naperville, IL-IN-WI",14,4,"17,18,55",2018-04-10,2018-09-14
2018-04,17020,18-03,"Chico, CA",metropolitan,,,1,0,06,2018-04-10,2018-09-14
2018-04,17060,18-03,"Chillicothe, OH",micropolitan,198,"Columbus-Marion-Zanesville, OH",1,0,39,2018-04-10,2018-09-14
2018-04,17140,18-03,"Cincinnati, OH-KY-IN",metropolitan,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",15,0,"18,21,39",2018-04-10,2018-09-14
2018-04,17200,18-03,"Claremont-Lebanon, NH-VT",micropolitan,,,4,0,"33,50",2018-04-10,2018-09-14
2018-04,17220,18-03,"Clarksburg, WV",micropolitan,,,3,0,54,2018-04-10,2018-09-14
2018-04,17260,18-03,"Clarksdale, MS",micropolitan,,,1,0,28,2018-04-10,2018-09-14
2018-04,17300,18-03,"Clarksville, TN-KY",metropolitan,,,3,0,"21,47",2018-04-10,2018-09-14
2018-04,17340,18-03,"Clearlake, CA",micropolitan,,,1,0,06,2018-04-10,2018-09-14
2018-04,17380,18-03,"Cleveland, MS",micropolitan,185,"Cleveland-Indianola, MS",1,0,28,2018-04-10,2018-09-14
2018-04,17420,18-03,"Cleveland, TN",metropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",2,0,47,2018-04-10,2018-09-14
2018-04,17460,18-03,"Cleveland-Elyria, OH",metropolitan,184,"Cleveland-Akron-Canton, OH",5,0,39,2018-04-10,2018-09-14
2018-04,17500,18-03,"Clewiston, FL",micropolitan,,,1,0,12,2018-04-10,2018-09-14
2018-04,17540,18-03,"Clinton, IA",micropolitan,209,"Davenport-Moline, IA-IL",1,0,19,2018-04-10,2018-09-14
2018-04,17580,18-03,"Clovis, NM",micropolitan,188,"Clovis-Portales, NM",1,0,35,2018-04-10,2018-09-14
2018-04,17620,18-03,"Coamo, PR",micropolitan,434,"Ponce-Coamo-Santa Isabel, PR",1,0,72,2018-04-10,2018-09-14
2018-04,17640,18-03,"Coco, PR",micropolitan,490,"San Juan-Carolina, PR",1,0,72,2018-04-10,2018-09-14
2018-04,17660,18-03,"Coeur d'Alene, ID",metropolitan,518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",1,0,16,2018-04-10,2018-09-14
2018-04,17700,18-03,"Coffeyville, KS",micropolitan,,,1,0,20,2018-04-10,2018-09-14
2018-04,17740,18-03,"Coldwater, MI",micropolitan,,,1,0,26,2018-04-10,2018-09-14
2018-04,17780,18-03,"College Station-Bryan, TX",metropolitan,,,3,0,48,2018-04-10,2018-09-14
2018-04,17820,18-03,"Colorado Springs, CO",metropolitan,,,2,0,08,2018-04-10,2018-09-14
2018-04,17860,18-03,"Columbia, MO",metropolitan,190,"Columbia-Moberly-Mexico, MO",1,0,29,2018-04-10,2018-09-14
2018-04,17900,18-03,"Columbia, SC",metropolitan,192,"Columbia-Orangeburg-Newberry, SC",6,0,45,2018-04-10,2018-09-14
2018-04,17980,18-03,"Columbus, GA-AL",metropolitan,194,"Columbus-Auburn-Opelika, GA-AL",5,0,"01,13",2018-04-10,2018-09-14
2018-04,18020,18-03,"Columbus, IN",metropolitan,294,"Indianapolis-Carmel-Muncie, IN",1,0,18,2018-04-10,2018-09-14
2018-04,18060,18-03,"Columbus, MS",micropolitan,200,"Columbus-West Point, MS",1,0,28,2018-04-10,2018-09-14
2018-04,18100,18-03,"Columbus, NE",micropolitan,,,1,0,31,2018-04-10,2018-09-14
2018-04,18140,18-03,"Columbus, OH",metropolitan,198,"Columbus-Marion-Zanesville, OH",10,0,39,2018-04-10,2018-09-14
2018-04,18180,18-03,"Concord, NH",micropolitan,148,"Boston-Worcester-Providence, MA-RI-NH-CT",1,0,33,2018-04-10,2018-09-14
2018-04,18220,18-03,"Connersville, IN",micropolitan,458,"Richmond-Connersville, IN",1,0,18,2018-04-10,2018-09-14
2018-04,18260,18-03,"Cookeville, TN",micropolitan,,,3,0,47,2018-04-10,2018-09-14
2018-04,18300,18-03,"Coos Bay, OR",micropolitan,,,1,0,41,2018-04-10,2018-09-14
2018-04,18380,18-03,"Cordele, GA",micropolitan,,,1,0,13,2018-04-10,2018-09-14
2018-04,18420,18-03,"Corinth, MS",micropolitan,,,1,0,28,2018-04-10,2018-09-14
2018-04,18460,18-03,"Cornelia, GA",micropolitan,,,1,0,13,2018-04-10,2018-09-14
2018-04,18500,18-03,"Corning, NY",micropolitan,236,"Elmira-Corning, NY",1,0,36,2018-04-10,2018-09-14
2018-04,18580,18-03,"Corpus Christi, TX",metropolitan,204,"Corpus Christi-Kingsville-Alice, TX",3,0,48,2018-04-10,2018-09-14
2018-04,18620,18-03,"Corsicana, TX",micropolitan,206,"Dallas-Fort Worth, TX-OK",1,0,48,2018-04-10,2018-09-14
2018-04,18660,18-03,"Cortland, NY",micropolitan,296,"Ithaca-Cortland, NY",1,0,36,2018-04-10,2018-09-14
2018-04,18700,18-03,"Corvallis, OR",metropolitan,440,"Portland-Vancouver-Salem, OR-WA",1,0,41,2018-04-10,2018-09-14
2018-04,18740,18-03,"Coshocton, OH",micropolitan,,,1,0,39,2018-04-10,2018-09-14
2018-04,18780,18-03,"Craig, CO",micropolitan,525,"Steamboat Springs-Craig, CO",1,0,08,2018-04-10,2018-09-14
2018-04,18820,18-03,"Crawfordsville, IN",micropolitan,294,"Indianapolis-Carmel-Muncie, IN",1,0,18,2018-04-10,2018-09-14
2018-04,18860,18-03,"Crescent City, CA",micropolitan,,,1,0,06,2018-04-10,2018-09-14
2018-04,18880,18-03,"Crestview-Fort Walton Beach-Destin, FL",metropolitan,,,2,0,12,2018-04-10,2018-09-14
2018-04,18900,18-03,"Crossville, TN",micropolitan,,,1,0,47,2018-04-10,2018-09-14
2018-04,18980,18-03,"Cullman, AL",micropolitan,142,"Birmingham-Hoover-Talladega, AL",1,0,01,2018-04-10,2018-09-14
2018-04,19000,18-03,"Cullowhee, NC",micropolitan,,,1,0,37,2018-04-10,2018-09-14
2018-04,19060,18-03,"Cumberland, MD-WV",metropolitan,,,2,0,"24,54",2018-04-10,2018-09-14
2018-04,19100,18-03,"Dallas-Fort Worth-Arlington, TX",metropolitan,206,"Dallas-Fort Worth, TX-OK",13,2,48,2018-04-10,2018-09-14
2018-04,19140,18-03,"Dalton, GA",metropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",2,0,13,2018-04-10,2018-09-14
2018-04,19180,18-03,"Danville, IL",metropolitan,,,1,0,17,2018-04-10,2018-09-14
2018-04,19220,18-03,"Danville, KY",micropolitan,,,2,0,21,2018-04-10,2018-09-14
2018-04,19260,18-03,"Danville, VA",micropolitan,,,2,0,51,2018-04-10,2018-09-14
2018-04,19300,18-03,"Daphne-Fairhope-Foley, AL",metropolitan,380,"Mobile-Daphne-Fairhope, AL",1,0,01,2018-04-10,2018-09-14
2018-04,19340,18-03,"Davenport-Moline-Rock Island, IA-IL",metropolitan,209,"Davenport-Moline, IA-IL",4,0,"17,19",2018-04-10,2018-09-14
2018-04,19380,18-03,"Dayton, OH",metropolitan,212,"Dayton-Springfield-Sidney, OH",3,0,39,2018-04-10,2018-09-14
2018-04,19420,18-03,"Dayton, TN",micropolitan,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1,0,47,2018-04-10,2018-09-14
2018-04,19460,18-03,"Decatur, AL",metropolitan,290,"Huntsville-Decatur-Albertville, AL",2,0,01,2018-04-10,2018-09-14
2018-04,19500,18-03,"Decatur, IL",metropolitan,,,1,0,17,2018-04-10,2018-09-14
2018-04,19540,18-03,"Decatur, IN",micropolitan,258,"Fort Wayne-Huntington-Auburn, IN",1,0,18,2018-04-10,2018-09-14
2018-04,19580,18-03,"Defiance, OH",micropolitan,,,1,0,39,2018-04-10,2018-09-14
2018-04,19620,18-03,"Del Rio, TX",micropolitan,,,1,0,48,2018-04-10,2018-09-14
2018-04,19660,18-03,"Deltona-Daytona Beach-Ormond Beach, FL",metropolitan,422,"Orlando-Deltona-Daytona Beach, FL",2,0,12,2018-04-10,2018-09-14
2018-04,19700,18-03,"Deming, NM",micropolitan,,,1,0,35,2018-04-10,2018-09-14
2018-04,19740,18-03,"Denver-Aurora-Lakewood, CO",metropolitan,216,"Denver-Aurora, CO",10,0,08,2018-04-10,2018-09-14
2018-04,19760,18-03,"DeRidder, LA",micropolitan,217,"DeRidder-Fort Polk South, LA",1,0,22,2018-04-10,2018-09-14
2018-04,19780,18-03,"Des Moines-West Des Moines, IA",metropolitan,218,"Des Moines-Ames-West Des Moines, IA",5,0,19,2018-04-10,2018-09-14
2018-04,19820,18-03,"Detroit-Warren-Dearborn, MI",metropolitan,220,"Detroit-Warren-Ann Arbor, MI",6,2,26,2018-04-10,2018-09-14
2018-04,19860,18-03,"Dickinson, ND",micropolitan,,,1,0,38,2018-04-10,2018-09-14
2018-04,19940,18-03,"Dixon, IL",micropolitan,221,"Dixon-Sterling, IL",1,0,17,2018-04-10,2018-09-14
2018-04,19980,18-03,"Dodge City, KS",micropolitan,,,1,0,20,2018-04-10,2018-09-14
2018-04,20020,18-03,"Dothan, AL",metropolitan,222,"Dothan-Enterprise-Ozark, AL",3,0,01,2018-04-10,2018-09-14
2018-04,20060,18-03,"Douglas, GA",micropolitan,,,1,0,13,2018-04-10,2018-09-14
2018-04,20100,18-03,"Dover, DE",metropolitan,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",1,0,10,2018-04-10,2018-09-14
2018-04,20140,18-03,"Dublin, GA",micropolitan,,,2,0,13,2018-04-10,2018-09-14
2018-04,20180,18-03,"DuBois, PA",micropolitan,524,"State College-DuBois, PA",1,0,42,2018-04-10,2018-09-14
2018-04,20220,18-03,"Dubuque, IA",metropolitan,,,1,0,19,2018-04-10,2018-09-14
2018-04,20260,18-03,"Duluth, MN-WI",metropolitan,,,3,0,"27,55",2018-04-10,2018-09-14
2018-04,20300,18-03,"Dumas, TX",micropolitan,,,1,0,48,2018-04-10,2018-09-14
2018-04,20340,18-03,"Duncan, OK",micropolitan,,,1,0,40,2018-04-10,2018-09-14
2018-04,20380,18-03,"Dunn, NC",micropolitan,450,"Raleigh-Durham-Chapel Hill, NC",1,0,37,2018-04-10,2018-09-14
2018-04,20420,18-03,"Durango, CO",micropolitan,,,1,0,08,2018-04-10,2018-09-14
2018-04,20460,18-03,"Durant, OK",micropolitan,206,"Dallas-Fort Worth, TX-OK",1,0,40,2018-04-10,2018-09-14
2018-04,20500,18-03,"Durham-Chapel Hill, NC",metropolitan,450,"Raleigh-Durham-Chapel Hill, NC",4,0,37,2018-04-10,2018-09-14
2018-04,20540,18-03,"Dyersburg, TN",micropolitan,,,1,0,47,2018-04-10,2018-09-14
2018-04,20580,18-03,"Eagle Pass, TX",micropolitan,,,1,0,48,2018-04-10,2018-09-14
2018-04,20660,18-03,"Easton, MD",micropolitan,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,0,24,2018-04-10,2018-09-14
2018-04,20700,18-03,"East Stroudsburg, PA",metropolitan,408,"New York-Newark, NY-NJ-CT-PA",1,0,42,2018-04-10,2018-09-14
2018-04,20740,18-03,"Eau Claire, WI",metropolitan,232,"Eau Claire-Menomonie, WI",2,0,55,2018-04-10,2018-09-14
2018-04,20780,18-03,"Edwards, CO",micropolitan,233,"Edwards-Glenwood Springs, CO",1,0,08,2018-04-10,2018-09-14
2018-04,20820,18-03,"Effingham, IL",micropolitan,,,1,0,17,2018-04-10,2018-09-14
2018-04,20900,18-03,"El Campo, TX",micropolitan,288,"Houston-The Woodlands, TX",1,0,48,2018-04-10,2018-09-14
2018-04,20940,18-03,"El Centro, CA",metropolitan,,,1,0,06,2018-04-10,2018-09-14
2018-04,20980,18-03,"El Dorado, AR",micropolitan,,,1,0,05,2018-04-10,2018-09-14
2018-04,21020,18-03,"Elizabeth City, NC",micropolitan,545,"Virginia Beach-Norfolk, VA-NC",3,0,37,2018-04-10,2018-09-14
2018-04,21060,18-03,"Elizabethtown-Fort Knox, KY",metropolitan,350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",3,0,21,2018-04-10,2018-09-14
2018-04,21120,18-03,"Elk City, OK",micropolitan,,,1,0,40,2018-04-10,2018-09-14
2018-04,21140,18-03,"Elkhart-Goshen, IN",metropolitan,515,"South Bend-Elkhart-Mishawaka, IN-MI",1,0,18,2018-04-10,2018-09-14
2018-04,21180,18-03,"Elkins, WV",micropolitan,,,1,0,54,2018-04-10,2018-09-14
2018-04,21220,18-03,"Elko, NV",micropolitan,,,2,0,32,2018-04-10,2018-09-14
2018-04,21260,18-03,"Ellensburg, WA",micropolitan,,,1,0,53,2018-04-10,2018-09-14
2018-04,21300,18-03,"Elmira, NY",metropolitan,236,"Elmira-Corning, NY",1,0,36,2018-04-10,2018-09-14
2018-04,21340,18-03,"El Paso, TX",metropolitan,238,"El Paso-Las Cruces, TX-NM",2,0,48,2018-04-10,2018-09-14
2018-04,21380,18-03,"Emporia, KS",micropolitan,,,1,0,20,2018-04-10,2018-09-14
2018-04,21420,18-03,"Enid, OK",metropolitan,,,1,0,40,2018-04-10,2018-09-14
2018-04,21460,18-03,"Enterprise, AL",micropolitan,222,"Dothan-Enterprise-Ozark, AL",1,0,01,2018-04-10,2018-09-14
2018-04,21500,18-03,"Erie, PA",metropolitan,240,"Erie-Meadville, PA",1,0,42,2018-04-10,2018-09-14
2018-04,21540,18-03,"Escanaba, MI",micropolitan,,,1,0,26,2018-04-10,2018-09-14
2018-04,21580,18-03,"Española, NM",micropolitan,106,"Albuquerque-Santa Fe-Las Vegas, NM",1,0,35,2018-04-10,2018-09-14
2018-04,21640,18-03,"Eufaula, AL-GA",micropolitan,,,2,0,"01,13",2018-04-10,2018-09-14
2018-04,21660,18-03,"Eugene, OR",metropolitan,,,1,0,41,2018-04-10,2018-09-14
2018-04,21700,18-03,"Eureka-Arcata-Fortuna, CA",micropolitan,,,1,0,06,2018-04-10,2018-09-14
2018-04,21740,18-03,"Evanston, WY",micropolitan,,,1,0,56,2018-04-10,2018-09-14
2018-04,21780,18-03,"Evansville, IN-KY",metropolitan,,,4,0,"18,21",2018-04-10,2018-09-14
2018-04,21820,18-03,"Fairbanks, AK",metropolitan,,,1,0,02,2018-04-10,2018-09-14
2018-04,21840,18-03,"Fairfield, IA",micropolitan,,,1,0,19,2018-04-10,2018-09-14
2018-04,21860,18-03,"Fairmont, MN",micropolitan,,,1,0,27,2018-04-10,2018-09-14
2018-04,21900,18-03,"Fairmont, WV",micropolitan,390,"Morgantown-Fairmont, WV",1,0,54,2018-04-10,2018-09-14
2018-04,21980,18-03,"Fallon, NV",micropolitan,,,1,0,32,2018-04-10,2018-09-14
2018-04,22020,18-03,"Fargo, ND-MN",metropolitan,244,"Fargo-Wahpeton, ND-MN",2,0,"27,38",2018-04-10,2018-09-14
2018-04,22060,18-03,"Faribault-Northfield, MN",micropolitan,378,"Minneapolis-St. Paul, MN-WI",1,0,27,2018-04-10,2018-09-14
2018-04,22100,18-03,"Farmington, MO",micropolitan,476,"St. Louis-St. Charles-Farmington, MO-IL",1,0,29,2018-04-10,2018-09-14
2018-04,22140,18-03,"Farmington, NM",metropolitan,,,1,0,35,2018-04-10,2018-09-14
2018-04,22180,18-03,"Fayetteville, NC",metropolitan,246,"Fayetteville-Lumberton-Laurinburg, NC",2,0,37,2018-04-10,2018-09-14
2018-04,22220,18-03,"Fayetteville-Springdale-Rogers, AR-MO",metropolitan,,,4,0,"05,29",2018-04-10,2018-09-14
2018-04,22260,18-03,"Fergus Falls, MN",micropolitan,,,1,0,27,2018-04-10,2018-09-14
2018-04,22280,18-03,"Fernley, NV",micropolitan,456,"Reno-Carson City-Fernley, NV",1,0,32,2018-04-10,2018-09-14
2018-04,22300,18-03,"Findlay, OH",micropolitan,248,"Findlay-Tiffin, OH",1,0,39,2018-04-10,2018-09-14
2018-04,22340,18-03,"Fitzgerald, GA",micropolitan,,,1,0,13,2018-04-10,2018-09-14
2018-04,22380,18-03,"Flagstaff, AZ",metropolitan,,,1,0,04,2018-04-10,2018-09-14
2018-04,22420,18-03,"Flint, MI",metropolitan,220,"Detroit-Warren-Ann Arbor, MI",1,0,26,2018-04-10,2018-09-14
2018-04,22500,18-03,"Florence, SC",metropolitan,,,2,0,45,2018-04-10,2018-09-14
2018-04,22520,18-03,"Florence-Muscle Shoals, AL",metropolitan,,,2,0,01,2018-04-10,2018-09-14
2018-04,22540,18-03,"Fond du Lac, WI",metropolitan,,,1,0,55,2018-04-10,2018-09-14
2018-04,22580,18-03,"Forest City, NC",micropolitan,,,1,0,37,2018-04-10,2018-09-14
2018-04,22620,18-03,"Forrest City, AR",micropolitan,368,"Memphis-Forrest City, TN-MS-AR",1,0,05,2018-04-10,2018-09-14
2018-04,22660,18-03,"Fort Collins, CO",metropolitan,,,1,0,08,2018-04-10,2018-09-14
2018-04,22700,18-03,"Fort Dodge, IA",micropolitan,,,1,0,19,2018-04-10,2018-09-14
2018-04,22780,18-03,"Fort Leonard Wood, MO",micropolitan,,,1,0,29,2018-04-10,2018-09-14
2018-04,22800,18-03,"Fort Madison-Keokuk, IA-IL-MO",micropolitan,,,3,0,"17,19,29",2018-04-10,2018-09-14
2018-04,22820,18-03,"Fort Morgan, CO",micropolitan,,,1,0,08,2018-04-10,2018-09-14
2018-04,22840,18-03,"Fort Payne, AL",micropolitan,290,"Huntsville-Decatur-Albertville, AL",1,0,01,2018-04-10,2018-09-14
2018-04,22860,18-03,"Fort Polk South, LA",micropolitan,217,"DeRidder-Fort Polk South, LA",1,0,22,2018-04-10,2018-09-14
2018-04,22900,18-03,"Fort Smith, AR-OK",metropolitan,,,4,0,"05,40",2018-04-10,2018-09-14
2018-04,23060,18-03,"Fort Wayne, IN",metropolitan,258,"Fort Wayne-Huntington-Auburn, IN",3,0,18,2018-04-10,2018-09-14
2018-04,23140,18-03,"Frankfort, IN",micropolitan,320,"Lafayette-West Lafayette-Frankfort, IN",1,0,18,2018-04-10,2018-09-14
2018-04,23180,18-03,"Frankfort, KY",micropolitan,336,"Lexington-Fayette--Richmond--Frankfort, KY",2,0,21,2018-04-10,2018-09-14
2018-04,23240,18-03,"Fredericksburg, TX",micropolitan,,,1,0,48,2018-04-10,2018-09-14
2018-04,23300,18-03,"Freeport, IL",micropolitan,466,"Rockford-Freeport-Rochelle, IL",1,0,17,2018-04-10,2018-09-14
2018-04,23340,18-03,"Fremont, NE",micropolitan,420,"Omaha-Council Bluffs-Fremont, NE-IA",1,0,31,2018-04-10,2018-09-14
2018-04,23380,18-03,"Fremont, OH",micropolitan,,,1,0,39,2018-04-10,2018-09-14
2018-04,23420,18-03,"Fresno, CA",metropolitan,260,"Fresno-Madera, CA",1,0,06,2018-04-10,2018-09-14
2018-04,23460,18-03,"Gadsden, AL",metropolitan,,,1,0,01,2018-04-10,2018-09-14
2018-04,23500,18-03,"Gaffney, SC",micropolitan,273,"Greenville-Spartanburg-Anderson, SC",1,0,45,2018-04-10,2018-09-14
2018-04,23540,18-03,"Gainesville, FL",metropolitan,264,"Gainesville-Lake City, FL",2,0,12,2018-04-10,2018-09-14
2018-04,23580,18-03,"Gainesville, GA",metropolitan,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA",1,0,13,2018-04-10,2018-09-14
2018-04,23620,18-03,"Gainesville, TX",micropolitan,206,"Dallas-Fort Worth, TX-OK",1,0,48,2018-04-10,2018-09-14
2018-04,23660,18-03,"Galesburg, IL",micropolitan,,,1,0,17,2018-04-10,2018-09-14
2018-04,23700,18-03,"Gallup, NM",micropolitan,,,1,0,35,2018-04-10,2018-09-14
2018-04,23780,18-03,"Garden City, KS",micropolitan,,,2,0,20,2018-04-10,2018-09-14
2018-04,23820,18-03,"Gardnerville Ranchos, NV",micropolitan,456,"Reno-Carson City-Fernley, NV",1,0,32,2018-04-10,2018-09-14
2018-04,23860,18-03,"Georgetown, SC",micropolitan,396,"Myrtle Beach-Conway, SC-NC",1,0,45,2018-04-10,2018-09-14
2018-04,23900,18-03,"Gettysburg, PA",metropolitan,276,"Harrisburg-York-Lebanon, PA",1,0,42,2018-04-10,2018-09-14
2018-04,23940,18-03,"Gillette, WY",micropolitan,,,1,0,56,2018-04-10,2018-09-14
2018-04,23980,18-03,"Glasgow, KY",micropolitan,150,"Bowling Green-Glasgow, KY",2,0,21,2018-04-10,2018-09-14
2018-04,24020,18-03,"Glens Falls, NY",metropolitan,104,"Albany-Schenectady, NY",2,0,36,2018-04-10,2018-09-14
2018-04,24060,18-03,"Glenwood Springs, CO",micropolitan,233,"Edwards-Glenwood Springs, CO",2,0,08,2018-04-10,2018-09-14
2018-04,24100,18-03,"Gloversville, NY",micropolitan,104,"Albany-Schenectady, NY",1,0,36,2018-04-10,2018-09-14
2018-04,24140,18-03,"Goldsboro, NC",metropolitan,,,1,0,37,2018-04-10,2018-09-14
2018-04,24220,18-03,"Grand Forks, ND-MN",metropolitan,,,2,0,"27,38",2018-04-10,2018-09-14
2018-04,24260,18-03,"Grand Island, NE",metropolitan,,,4,0,31,2018-04-10,2018-09-14
2018-04,24300,18-03,"Grand Junction, CO",metropolitan,,,1,0,08,2018-04-10,2018-09-14
2018-04,24330,18-03,"Grand Rapids, MN",micropolitan,,,1,0,27,2018-04-10,2018-09-14
2018-04,24340,18-03,"Grand Rapids-Wyoming, MI",metropolitan,266,"Grand Rapids-Wyoming-Muskegon, MI",4,0,26,2018-04-10,2018-09-14
